loan_id,application_date,age,gender,education,state,urban_rural,employment_type,employment_years,annual_income_inr,loan_type,loan_purpose,loan_amount_inr,loan_tenure_months,interest_rate_pct,credit_score,num_existing_loans,dti_ratio,ltv_ratio,has_collateral,bureau_enquiries_6m,missed_payments_2y,savings_account_balance_inr,default_flag
LN0016054,2023-02-07,24,Male,Diploma,AP,Rural,Government,24,2852243,Home_Loan,Other,1669327,84,21.51,708,1,0.635,0.423,0,1,0,348023,0
LN0011210,2023-03-05,50,Male,Graduate,WB,Semi_Urban,Salaried,21,2215910,Personal_Loan,Education,2839800,12,10.92,627,0,0.279,,0,5,0,437775,0
LN0012270,2022-05-29,62,Female,Diploma,WB,Rural,Salaried,8,1478989,Personal_Loan,Medical,1758931,240,11.52,773,3,0.407,,0,0,0,363926,0
LN0011842,2023-08-13,33,Male,Post_Graduate,GJ,Semi_Urban,Salaried,19,1484149,Auto_Loan,Home_Purchase,2085086,180,17.18,747,2,0.379,,1,1,0,17691,0
LN0011467,2023-01-17,41,Male,Undergraduate,RJ,Rural,Salaried,1,1807302,Personal_Loan,Business_Expansion,1147725,24,13.99,704,1,0.226,,0,8,4,277641,1
LN0012511,2022-05-13,48,Male,No_Formal,TN,Semi_Urban,Salaried,4,2117223,Personal_Loan,Education,805065,240,11.63,875,4,0.254,,0,8,2,315560,1
LN0009827,2022-03-03,46,Male,Diploma,TN,Rural,Self_Employed,20,2563707,Home_Loan,Home_Purchase,2827138,48,19.44,664,0,0.41,0.401,0,1,1,493868,0
LN0013234,2022-11-07,23,Female,Undergraduate,MH,Urban,Self_Employed,5,570307,MSME_Loan,Business_Expansion,973730,240,16.53,759,2,0.404,,0,4,1,447854,0
LN0010439,2022-12-21,39,Male,Post_Graduate,TN,Semi_Urban,Salaried,30,1076843,Home_Loan,Home_Purchase,1675140,180,19.67,651,4,0.539,0.662,0,6,0,164296,1
LN0005196,2023-01-02,31,Male,Post_Graduate,WB,Semi_Urban,Government,16,487766,Gold_Loan,Other,4343821,120,21.61,636,2,0.321,,1,1,0,182183,0
LN0008270,2022-09-11,65,Male,No_Formal,UP,Urban,Salaried,17,2438772,Auto_Loan,Debt_Consolidation,1808183,84,20.0,570,0,0.398,,0,8,0,16037,0
LN0011762,2023-08-09,52,Male,Diploma,GJ,Semi_Urban,Retired,0,2115680,Auto_Loan,Vehicle,1458127,36,12.37,578,4,0.188,,0,1,4,218079,1
LN0014987,2022-01-24,37,Male,Diploma,KA,Urban,Salaried,12,2061072,Auto_Loan,Vehicle,2888786,240,20.07,786,1,0.482,,0,6,0,11317,0
LN0011037,2022-05-04,48,Male,Post_Graduate,MH,Rural,Salaried,8,969950,Personal_Loan,Debt_Consolidation,1543124,84,15.91,835,4,0.603,,0,6,0,68668,0
LN0001889,2022-02-23,33,Female,Undergraduate,WB,Urban,Government,0,1537510,Education_Loan,Vehicle,2790194,60,11.34,763,3,0.114,,0,8,1,280663,0
LN0014645,2022-02-18,62,Female,Post_Graduate,GJ,Semi_Urban,Business_Owner,15,2363465,Gold_Loan,Education,1855835,240,11.53,696,4,0.623,,0,4,3,32842,1
LN0011736,2023-11-28,28,Female,No_Formal,GJ,Semi_Urban,Salaried,21,2727168,Auto_Loan,Vehicle,952527,48,19.36,845,1,0.571,,1,7,4,113793,1
LN0008948,2022-04-19,38,Male,Diploma,WB,Semi_Urban,Salaried,13,1764253,Home_Loan,Education,325569,240,10.97,803,3,0.639,0.853,1,2,0,176233,0
LN0016983,2022-10-22,33,Male,Undergraduate,UP,Urban,Business_Owner,24,669809,Gold_Loan,Education,2701721,120,19.43,638,4,0.178,,1,2,2,549,1
LN0002046,2022-03-23,59,Female,Diploma,KA,Urban,Business_Owner,15,2841276,Personal_Loan,Medical,3751335,84,8.75,758,4,0.084,,0,4,2,176376,1
LN0005299,2023-10-13,25,Female,Undergraduate,UP,Urban,Salaried,19,2869384,Personal_Loan,Other,4998734,24,10.54,846,1,0.209,,0,1,0,281339,0
LN0003062,2022-04-09,49,Female,Undergraduate,AP,Semi_Urban,Self_Employed,18,962572,Gold_Loan,Vehicle,1114535,48,15.36,868,4,0.08,,0,0,2,169947,0
LN0001192,2022-04-20,25,Female,Undergraduate,DL,Semi_Urban,Salaried,25,829532,Home_Loan,Other,4579515,84,16.0,779,3,0.311,0.422,0,2,1,445499,0
LN0016565,2022-11-27,35,Female,Post_Graduate,TN,Semi_Urban,Salaried,17,875917,Gold_Loan,Medical,2729212,12,10.57,776,2,0.517,,1,6,0,276070,0
LN0014676,2022-12-19,46,Male,Undergraduate,WB,Semi_Urban,Self_Employed,2,1572200,Home_Loan,Education,466995,24,12.22,615,4,0.115,0.535,1,1,1,442718,0
LN0005720,2023-01-09,62,Male,Diploma,RJ,Rural,Self_Employed,21,2002199,Auto_Loan,Education,335001,180,21.71,895,4,0.122,,0,8,0,207786,0
LN0011320,2022-11-28,34,Female,Graduate,WB,Urban,Business_Owner,25,2376680,Education_Loan,Business_Expansion,4441094,12,11.51,887,1,0.297,,0,2,1,113239,0
LN0004574,2023-03-18,26,Male,Diploma,RJ,Semi_Urban,Salaried,4,1566710,Personal_Loan,Education,4859952,24,15.45,642,4,0.347,,0,3,1,196757,0
LN0015161,2022-01-26,36,Female,Undergraduate,TN,Semi_Urban,Retired,0,2790116,Education_Loan,Home_Purchase,1668828,84,7.85,651,2,0.117,,0,0,0,468932,0
LN0001898,2022-06-13,41,Male,Post_Graduate,AP,Urban,Self_Employed,30,914770,Gold_Loan,Medical,3192833,36,21.81,703,1,0.392,,1,3,4,460583,1
LN0010053,2023-11-23,27,Female,No_Formal,AP,Semi_Urban,Business_Owner,18,1977098,Education_Loan,Debt_Consolidation,568917,84,18.86,813,2,0.276,,0,4,0,19949,0
LN0007611,2023-07-02,50,Female,Post_Graduate,MH,Urban,Business_Owner,18,850445,Gold_Loan,Home_Purchase,4210675,24,18.76,715,2,0.111,,1,2,0,274449,0
LN0001234,2022-04-07,60,Male,No_Formal,AP,Rural,Business_Owner,14,1218148,Home_Loan,Business_Expansion,4024082,84,12.34,825,3,0.084,0.715,0,1,1,375340,0
LN0015785,2023-10-19,60,Male,Diploma,TN,Rural,Salaried,27,2440744,Education_Loan,Business_Expansion,4101574,60,8.87,826,1,0.152,,0,8,4,432720,1
LN0008806,2022-04-15,32,Female,Post_Graduate,DL,Rural,Retired,4,1827775,MSME_Loan,Vehicle,3498804,120,9.25,855,1,0.418,,0,2,0,421464,0
LN0004887,2022-02-11,53,Male,Undergraduate,AP,Semi_Urban,Self_Employed,19,295642,Personal_Loan,Education,4668671,60,10.1,723,0,0.153,,0,8,0,311185,0
LN0010945,2022-05-23,63,Female,Post_Graduate,KA,Urban,Salaried,19,636600,Personal_Loan,Medical,618992,180,14.9,668,0,0.247,,0,5,3,394198,1
LN0014970,2023-09-03,26,Male,Undergraduate,GJ,Semi_Urban,Self_Employed,16,2672783,Gold_Loan,Debt_Consolidation,1313190,36,15.64,699,3,0.069,,1,5,3,263876,1
LN0010669,2023-08-05,37,Male,Undergraduate,TS,Rural,Salaried,5,449436,Gold_Loan,Home_Purchase,1447746,120,9.01,778,4,0.315,,0,3,3,337852,1
LN0001977,2023-03-13,24,Male,Post_Graduate,WB,Rural,Salaried,13,1013430,Personal_Loan,Debt_Consolidation,1576985,240,19.47,865,0,0.581,,0,6,1,477399,0
LN0001618,2022-06-15,22,Male,Graduate,RJ,Semi_Urban,Self_Employed,21,2706688,Home_Loan,Business_Expansion,4917480,48,9.33,561,2,0.596,0.499,0,0,1,483889,0
LN0003356,2022-08-26,32,Female,Undergraduate,RJ,Rural,Government,9,2533871,Personal_Loan,Debt_Consolidation,3581272,12,18.24,645,3,0.109,,0,0,4,109745,1
LN0016014,2022-10-25,35,Male,Post_Graduate,AP,Urban,Salaried,7,775901,Home_Loan,Other,121442,48,12.42,615,2,0.368,0.855,1,1,0,245313,0
LN0015602,2022-01-14,39,Male,Graduate,RJ,Semi_Urban,Self_Employed,18,818170,Home_Loan,Other,1892750,120,14.74,566,3,0.222,0.75,1,2,1,4335,1
LN0017856,2023-03-14,46,Female,Graduate,AP,Urban,Self_Employed,26,1002218,Auto_Loan,Vehicle,4057267,12,14.69,697,3,0.624,,0,5,1,141587,0
LN0007039,2022-02-09,23,Male,No_Formal,DL,Urban,Business_Owner,19,1843502,Education_Loan,Home_Purchase,2002249,240,14.1,884,4,0.568,,0,8,2,381512,1
LN0013553,2022-02-19,49,Male,Graduate,UP,Semi_Urban,Self_Employed,7,2274614,Education_Loan,Debt_Consolidation,439923,60,19.27,780,0,0.531,,0,3,0,496269,0
LN0003690,2022-05-09,62,Female,Undergraduate,RJ,Semi_Urban,Salaried,28,669411,Auto_Loan,Medical,3151781,120,14.43,760,4,0.274,,1,7,0,404281,0
LN0011694,2022-05-20,41,Female,Graduate,RJ,Urban,Salaried,1,2179902,Home_Loan,Medical,4343389,120,19.26,642,1,0.105,0.478,0,0,1,495982,0
LN0000436,2023-04-02,23,Male,Diploma,GJ,Urban,Salaried,1,2224289,MSME_Loan,Debt_Consolidation,1825673,24,13.63,790,3,0.357,,0,8,0,182446,0
LN0006993,2022-11-20,30,Male,Undergraduate,TN,Urban,Salaried,5,1643037,MSME_Loan,Debt_Consolidation,1510215,240,16.05,550,0,0.48,,0,6,0,208472,0
LN0002182,2022-02-20,47,Male,Diploma,UP,Semi_Urban,Government,27,610741,MSME_Loan,Other,2175762,120,21.24,701,1,0.062,,0,4,0,8408,0
LN0017981,2022-10-08,58,Male,Post_Graduate,DL,Urban,Salaried,2,501461,Personal_Loan,Business_Expansion,3114003,84,17.42,777,2,0.36,,0,6,0,76276,0
LN0002966,2022-11-19,64,Male,No_Formal,AP,Urban,Salaried,30,294707,Gold_Loan,Debt_Consolidation,1747840,12,21.01,671,4,0.509,,1,2,2,320112,1
LN0015736,2022-09-27,57,Male,No_Formal,AP,Urban,Self_Employed,23,2244633,MSME_Loan,Other,4710680,12,8.4,753,4,0.211,,0,0,0,245329,0
LN0007397,2022-01-06,47,Male,Diploma,TS,Urban,Business_Owner,27,2588919,Personal_Loan,Home_Purchase,3414319,84,15.29,686,2,0.485,,0,4,0,182731,0
LN0005602,2023-03-29,22,Female,Undergraduate,MH,Urban,Retired,1,874856,Auto_Loan,Education,2053254,240,14.42,722,2,0.078,,0,8,0,47416,0
LN0017524,2023-02-19,21,Female,Diploma,GJ,Semi_Urban,Salaried,0,1051619,Education_Loan,Education,1093751,84,7.59,735,2,0.465,,0,5,1,182607,0
LN0007926,2023-08-31,21,Male,Graduate,UP,Semi_Urban,Salaried,17,290583,MSME_Loan,Home_Purchase,2970324,240,21.17,770,0,0.567,,0,0,1,148377,0
LN0013526,2022-08-12,48,Male,Post_Graduate,KA,Semi_Urban,Self_Employed,28,2633857,MSME_Loan,Vehicle,214763,48,18.0,818,3,0.574,,0,0,1,191273,0
LN0008006,2022-11-05,23,Male,Diploma,KA,Rural,Government,3,2214141,Auto_Loan,Other,305305,12,16.77,838,2,0.629,,0,7,2,148269,1
LN0008107,2023-03-19,21,Male,No_Formal,TS,Urban,Salaried,10,1371308,MSME_Loan,Education,4956313,120,19.05,734,0,0.515,,0,4,1,9412,1
LN0013972,2023-09-23,63,Male,Graduate,RJ,Rural,Salaried,28,359790,Education_Loan,Education,4718227,240,19.45,655,1,0.617,,0,0,2,435809,0
LN0017738,2022-03-05,24,Female,Graduate,DL,Semi_Urban,Self_Employed,14,616714,Auto_Loan,Medical,3516558,84,20.81,630,0,0.362,,1,8,4,171243,1
LN0001892,2023-09-27,41,Female,Undergraduate,AP,Rural,Government,30,2248430,MSME_Loan,Education,1052806,240,15.22,899,1,0.636,,0,2,0,98681,0
LN0005869,2023-03-26,44,Male,Graduate,AP,Rural,Government,27,2385663,Personal_Loan,Debt_Consolidation,2849158,12,10.97,680,1,0.059,,0,8,0,156656,0
LN0012600,2023-02-20,42,Male,Undergraduate,DL,Semi_Urban,Self_Employed,29,1350275,Home_Loan,Medical,3867167,36,8.87,654,2,0.208,0.863,0,2,4,406377,1
LN0000736,2023-02-28,64,Male,Undergraduate,RJ,Rural,Government,11,1934289,Auto_Loan,Business_Expansion,3862059,48,16.7,667,4,0.534,,0,8,2,277951,0
LN0009253,2022-04-10,32,Male,Graduate,TN,Rural,Self_Employed,29,1879573,Education_Loan,Business_Expansion,4119527,120,16.75,764,2,0.609,,0,1,0,16926,0
LN0009125,2023-04-20,25,Male,Undergraduate,GJ,Rural,Salaried,10,2661163,Home_Loan,Vehicle,2682064,120,13.51,611,4,0.293,0.768,0,4,3,401186,1
LN0011134,2022-06-01,27,Male,No_Formal,RJ,Rural,Salaried,3,2261526,Gold_Loan,Business_Expansion,1840011,84,8.72,865,2,0.639,,0,8,6,300411,1
LN0006413,2022-08-06,24,Female,Post_Graduate,TN,Rural,Retired,2,2316346,Gold_Loan,Medical,1539655,24,9.78,759,4,0.051,,0,1,1,173505,0
LN0013296,2023-07-30,47,Male,No_Formal,DL,Urban,Self_Employed,19,414863,MSME_Loan,Vehicle,4153712,48,21.58,871,3,0.236,,0,1,0,154684,0
LN0017749,2022-09-03,38,Male,Post_Graduate,DL,Rural,Salaried,11,1875885,Gold_Loan,Vehicle,3694846,24,11.5,605,3,0.5,,1,8,3,400346,1
LN0014157,2022-03-11,40,Male,Post_Graduate,WB,Rural,Self_Employed,26,964414,Personal_Loan,Other,1510870,60,9.89,597,1,0.615,,0,7,0,765,0
LN0000414,2023-09-14,36,Male,Graduate,RJ,Urban,Retired,2,1953619,Auto_Loan,Home_Purchase,3023678,240,16.6,602,4,0.265,,0,2,1,385842,0
LN0005795,2022-10-18,51,Female,Undergraduate,WB,Urban,Business_Owner,20,2954154,Home_Loan,Home_Purchase,3006651,240,17.27,682,1,0.259,0.889,0,6,1,70827,1
LN0010215,2023-11-11,37,Male,Diploma,AP,Semi_Urban,Self_Employed,27,2035135,Education_Loan,Business_Expansion,4137039,12,13.9,629,0,0.375,,0,8,2,77179,1
LN0013929,2022-02-05,23,Female,No_Formal,GJ,Semi_Urban,Salaried,3,622943,MSME_Loan,Home_Purchase,2158508,36,13.27,722,3,0.231,,0,2,0,376371,0
LN0002953,2023-08-20,57,Female,Diploma,AP,Semi_Urban,Government,26,2144283,Home_Loan,Debt_Consolidation,251433,48,11.88,840,2,0.51,0.444,1,7,0,283359,0
LN0012445,2023-01-12,26,Male,Undergraduate,MH,Urban,Business_Owner,15,1848870,Personal_Loan,Vehicle,4095090,120,10.65,819,2,0.156,,0,7,0,355174,0
LN0006917,2023-03-10,39,Male,Graduate,UP,Rural,Salaried,7,606165,Education_Loan,Business_Expansion,4656545,180,11.66,587,3,0.522,,0,5,3,73468,1
LN0008826,2022-02-15,25,Female,Graduate,MH,Semi_Urban,Salaried,28,1134310,MSME_Loan,Other,1551558,84,10.05,667,3,0.179,,0,0,1,447793,0
LN0006620,2023-04-18,41,Male,Undergraduate,TS,Semi_Urban,Business_Owner,28,2555045,Education_Loan,Education,2891252,240,17.36,710,4,0.284,,0,8,1,64611,1
LN0008083,2023-08-09,58,Male,Undergraduate,TS,Urban,Government,29,1780956,Education_Loan,Vehicle,2152303,60,20.25,727,2,0.414,,0,3,0,109722,0
LN0006339,2023-05-30,33,Male,Diploma,AP,Semi_Urban,Salaried,26,422537,Education_Loan,Business_Expansion,1211151,180,9.63,612,2,0.125,,0,5,1,144792,0
LN0007856,2023-10-18,23,Male,Graduate,RJ,Semi_Urban,Salaried,13,290408,Education_Loan,Debt_Consolidation,1875266,12,8.6,695,2,0.056,,0,5,0,35437,0
LN0007735,2022-09-29,53,Male,Graduate,TS,Rural,Salaried,6,1729614,Home_Loan,Debt_Consolidation,3508374,12,18.69,708,3,0.648,0.586,1,3,0,3433,0
LN0017633,2022-10-09,46,Male,Undergraduate,AP,Urban,Government,0,1870319,Auto_Loan,Education,2928216,48,15.3,848,2,0.389,,1,1,1,40937,0
LN0016651,2022-12-13,57,Male,Undergraduate,KA,Urban,Salaried,13,372739,MSME_Loan,Home_Purchase,4697699,60,20.56,651,0,0.158,,0,4,0,234968,0
LN0009689,2022-12-20,62,Female,Undergraduate,TN,Semi_Urban,Self_Employed,26,807142,Personal_Loan,Business_Expansion,867366,84,15.83,743,3,0.507,,0,8,1,260326,0
LN0002460,2023-04-11,53,Male,Graduate,GJ,Urban,Salaried,10,2521516,MSME_Loan,Other,697221,48,20.19,703,0,0.459,,0,3,1,336953,0
LN0006030,2023-07-17,60,Male,Undergraduate,UP,Rural,Self_Employed,13,350099,Education_Loan,Home_Purchase,61150,60,12.17,807,4,0.1,,0,6,4,123546,1
LN0002212,2022-04-20,28,Male,Post_Graduate,MH,Semi_Urban,Self_Employed,2,2884515,Personal_Loan,Education,4745486,48,14.88,847,4,0.436,,0,3,1,107054,0
LN0004058,2023-04-03,26,Male,Undergraduate,MH,Semi_Urban,Business_Owner,19,1527036,Gold_Loan,Debt_Consolidation,556943,48,17.31,618,1,0.19,,0,8,2,453699,1
LN0004266,2022-09-15,45,Male,No_Formal,AP,Semi_Urban,Retired,0,2645672,Education_Loan,Medical,3640513,84,19.92,727,3,0.577,,0,5,5,97341,1
LN0013802,2023-01-27,53,Male,Graduate,RJ,Semi_Urban,Salaried,23,1328295,Home_Loan,Other,4861364,12,15.88,826,2,0.099,0.684,0,0,0,161481,0
LN0002520,2023-08-14,23,Male,No_Formal,WB,Urban,Salaried,26,1052205,MSME_Loan,Medical,1524199,24,18.99,552,0,0.155,,0,1,3,248513,1
LN0009142,2023-05-05,27,Male,Post_Graduate,AP,Semi_Urban,Salaried,7,2461883,Personal_Loan,Debt_Consolidation,1609021,48,10.48,706,3,0.347,,0,6,0,213142,0
LN0016437,2023-09-20,65,Male,Graduate,TS,Urban,Salaried,10,2690711,Home_Loan,Other,3404896,24,18.82,777,2,0.412,0.942,1,4,0,26681,0
LN0004754,2022-11-12,60,Female,Post_Graduate,MH,Semi_Urban,Salaried,18,848992,Education_Loan,Other,4008263,84,17.86,899,1,0.596,,0,6,1,42862,0
LN0000101,2023-09-29,52,Male,Undergraduate,RJ,Urban,Salaried,8,1459229,Personal_Loan,Vehicle,4218608,48,10.91,879,1,0.213,,0,0,2,391888,0
LN0015311,2023-06-10,60,Female,Graduate,DL,Rural,Salaried,11,933167,Gold_Loan,Debt_Consolidation,269305,60,11.7,556,3,0.071,,0,7,0,227640,1
LN0004785,2023-04-03,29,Male,Graduate,KA,Urban,Salaried,22,1756386,MSME_Loan,Medical,84910,180,15.46,818,4,0.613,,0,1,1,194354,0
LN0003207,2022-06-11,57,Female,Diploma,UP,Rural,Salaried,15,338070,Gold_Loan,Home_Purchase,4225012,48,20.17,771,1,0.251,,1,4,0,196414,0
LN0015663,2023-11-19,33,Male,Post_Graduate,TN,Rural,Self_Employed,29,1049028,Home_Loan,Home_Purchase,2050197,120,19.21,800,3,0.235,0.612,1,0,1,25247,0
LN0009196,2023-06-16,64,Male,Graduate,AP,Rural,Self_Employed,18,2617269,Education_Loan,Other,2964949,120,14.35,669,4,0.126,,0,0,0,163751,0
LN0009287,2023-11-08,26,Male,Diploma,MH,Semi_Urban,Business_Owner,10,1279704,Gold_Loan,Education,4955103,240,8.3,868,3,0.404,,0,0,1,286011,0
LN0011961,2022-07-08,27,Female,No_Formal,GJ,Urban,Salaried,24,2802769,Home_Loan,Business_Expansion,3750437,84,12.26,696,3,0.524,0.685,1,6,3,322044,1
LN0012172,2023-08-26,62,Female,Post_Graduate,AP,Rural,Salaried,9,991976,Gold_Loan,Education,158851,180,11.56,726,4,0.083,,1,4,0,135851,0
LN0005598,2023-02-03,21,Male,Post_Graduate,TS,Semi_Urban,Government,13,2039716,Home_Loan,Business_Expansion,1783528,120,10.12,667,3,0.555,0.917,1,3,0,354384,0
LN0005821,2022-06-14,27,Male,Graduate,AP,Urban,Business_Owner,29,2419191,Personal_Loan,Other,2608416,180,10.87,581,0,0.474,,0,1,2,475414,1
LN0000702,2023-05-27,21,Male,Post_Graduate,WB,Semi_Urban,Salaried,18,2962631,Personal_Loan,Business_Expansion,3803864,24,15.74,748,1,0.49,,0,5,0,135121,0
LN0012659,2022-12-28,64,Male,No_Formal,MH,Semi_Urban,Salaried,30,2738381,Auto_Loan,Home_Purchase,3177785,180,21.75,695,2,0.383,,1,1,0,155262,0
LN0011038,2022-01-18,52,Male,Post_Graduate,TN,Semi_Urban,Self_Employed,11,1286069,Education_Loan,Vehicle,1414285,240,20.26,574,3,0.396,,0,4,2,449419,1
LN0004985,2022-06-18,65,Male,No_Formal,GJ,Urban,Government,1,1251304,MSME_Loan,Medical,3221850,60,7.83,838,3,0.63,,0,0,0,17504,0
LN0013295,2023-03-24,40,Female,Undergraduate,RJ,Urban,Self_Employed,4,669226,Education_Loan,Debt_Consolidation,3680155,36,21.31,735,2,0.646,,0,0,2,256241,0
LN0011349,2023-10-15,59,Male,Graduate,MH,Rural,Government,14,798571,Home_Loan,Home_Purchase,1786936,120,11.39,840,4,0.399,0.86,0,6,1,271601,0
LN0013533,2022-06-13,47,Male,Post_Graduate,MH,Rural,Self_Employed,10,2854540,Gold_Loan,Other,571063,180,14.21,575,4,0.43,,0,1,0,236889,0
LN0013416,2023-05-26,42,Male,Graduate,UP,Rural,Government,18,1123692,Personal_Loan,Other,1500245,36,21.28,880,0,0.419,,0,1,1,404844,0
LN0010609,2023-01-23,23,Male,Undergraduate,KA,Rural,Salaried,2,725687,Home_Loan,Education,628473,24,13.32,729,2,0.524,0.748,1,1,0,199658,0
LN0002084,2022-10-14,50,Female,Diploma,WB,Rural,Salaried,14,1382661,Home_Loan,Medical,357677,180,10.27,676,2,0.452,0.553,1,8,1,79876,0
LN0007913,2022-09-14,45,Female,Undergraduate,TS,Urban,Self_Employed,22,311449,Gold_Loan,Education,3897703,240,11.87,695,1,0.393,,1,2,0,50227,0
LN0001643,2023-07-31,34,Male,Graduate,GJ,Rural,Self_Employed,13,1988712,Education_Loan,Business_Expansion,1516684,84,9.51,800,0,0.187,,0,4,0,373497,0
LN0008730,2023-07-08,31,Male,Post_Graduate,RJ,Semi_Urban,Self_Employed,17,548212,Gold_Loan,Other,3006806,60,12.27,692,0,0.561,,0,4,0,308757,0
LN0009022,2022-06-07,60,Male,Diploma,MH,Semi_Urban,Salaried,22,1958432,Personal_Loan,Other,4356887,24,15.01,893,1,0.375,,0,1,0,252954,0
LN0008509,2022-04-25,33,Female,Graduate,TS,Semi_Urban,Salaried,25,1274451,Home_Loan,Vehicle,2445520,120,19.57,802,0,0.36,0.665,1,0,0,239615,0
LN0012347,2022-06-03,34,Male,Graduate,AP,Urban,Salaried,23,935277,Education_Loan,Other,1621164,84,18.16,638,3,0.139,,0,5,0,108361,0
LN0013831,2022-01-13,30,Male,Graduate,UP,Rural,Business_Owner,8,1751096,Gold_Loan,Debt_Consolidation,3822761,180,20.28,760,3,0.192,,0,7,3,226540,1
LN0005151,2022-04-24,29,Male,Undergraduate,MH,Rural,Business_Owner,23,334683,MSME_Loan,Vehicle,4141714,60,14.15,791,2,0.464,,0,7,0,404405,0
LN0009595,2023-09-16,36,Male,Graduate,DL,Urban,Business_Owner,26,331433,Gold_Loan,Home_Purchase,609013,36,18.98,664,2,0.107,,0,8,0,348038,0
LN0000577,2023-09-25,59,Male,Graduate,MH,Semi_Urban,Self_Employed,10,1277690,MSME_Loan,Vehicle,4872054,24,8.57,580,2,0.42,,0,3,1,216734,1
LN0002304,2022-02-12,38,Male,Graduate,KA,Semi_Urban,Salaried,1,2688401,MSME_Loan,Vehicle,218611,84,12.93,694,4,0.181,,0,6,0,42336,0
LN0009560,2023-08-16,62,Male,Graduate,RJ,Semi_Urban,Self_Employed,5,2345079,Personal_Loan,Business_Expansion,3362018,84,13.56,708,0,0.374,,0,3,2,50227,0
LN0004664,2022-12-21,52,Male,Post_Graduate,AP,Rural,Government,23,1697751,MSME_Loan,Education,1618011,60,14.79,878,0,0.547,,0,3,0,266330,0
LN0017597,2023-03-31,22,Male,No_Formal,DL,Semi_Urban,Salaried,5,299502,Gold_Loan,Home_Purchase,1817422,180,16.95,550,3,0.157,,0,4,1,352597,0
LN0002479,2022-11-11,35,Male,Graduate,KA,Rural,Salaried,9,2662186,Education_Loan,Debt_Consolidation,4397668,48,9.69,898,4,0.57,,0,7,1,119351,1
LN0000016,2022-04-10,54,Male,No_Formal,DL,Semi_Urban,Self_Employed,12,1199980,MSME_Loan,Home_Purchase,947720,180,17.57,614,3,0.181,,0,0,2,2283,0
LN0011787,2022-06-05,55,Male,Undergraduate,MH,Urban,Self_Employed,29,2360230,Auto_Loan,Vehicle,3517535,60,14.61,807,3,0.097,,1,5,1,303439,0
LN0003145,2023-07-08,44,Female,Graduate,MH,Urban,Self_Employed,0,1478489,MSME_Loan,Medical,4356852,60,15.23,597,2,0.254,,0,4,3,464968,1
LN0005711,2023-10-30,27,Male,Undergraduate,RJ,Urban,Salaried,0,539265,Personal_Loan,Vehicle,4432523,120,19.35,728,2,0.533,,0,7,0,341768,0
LN0010932,2022-09-14,54,Male,Graduate,RJ,Rural,Salaried,11,2750957,Personal_Loan,Business_Expansion,143183,120,12.25,790,2,0.633,,0,0,2,492472,1
LN0007765,2022-04-28,26,Male,Diploma,GJ,Urban,Self_Employed,2,2876895,Gold_Loan,Home_Purchase,1086324,36,10.37,836,4,0.104,,0,0,1,85837,0
LN0017197,2022-01-05,23,Male,Diploma,TN,Semi_Urban,Salaried,21,333280,Home_Loan,Other,4518856,48,10.2,684,1,0.154,0.551,1,3,0,48508,0
LN0013731,2023-05-06,38,Male,Graduate,TN,Urban,Salaried,27,2779683,Auto_Loan,Other,4414861,48,18.98,702,1,0.372,,0,8,2,227968,0
LN0014649,2022-09-12,58,Male,No_Formal,DL,Urban,Salaried,15,1363981,Home_Loan,Other,3324411,120,14.99,852,4,0.295,0.686,0,4,2,59661,1
LN0010937,2023-08-06,27,Female,Undergraduate,WB,Urban,Business_Owner,4,554133,Gold_Loan,Debt_Consolidation,4491600,36,16.64,628,4,0.583,,0,5,0,217731,0
LN0001790,2022-07-26,41,Male,Undergraduate,UP,Semi_Urban,Salaried,5,1585066,Education_Loan,Debt_Consolidation,1763743,84,16.65,855,0,0.106,,0,0,3,407338,1
LN0009934,2022-02-20,47,Male,Diploma,TN,Urban,Salaried,22,1974751,Gold_Loan,Home_Purchase,4758713,60,19.87,582,4,0.544,,0,2,2,249681,1
LN0016760,2022-07-05,33,Female,Diploma,TN,Semi_Urban,Salaried,21,2621677,Gold_Loan,Medical,3809018,12,9.99,830,4,0.183,,0,7,2,8001,1
LN0001053,2023-03-05,32,Male,No_Formal,UP,Semi_Urban,Business_Owner,16,828235,MSME_Loan,Other,2683524,48,12.23,557,2,0.439,,0,7,0,43981,0
LN0004522,2022-04-11,59,Male,Undergraduate,AP,Semi_Urban,Business_Owner,5,723207,Education_Loan,Education,1962523,240,15.81,674,3,0.51,,0,2,0,64583,0
LN0009110,2022-08-18,55,Female,No_Formal,GJ,Rural,Salaried,8,2244448,Education_Loan,Home_Purchase,2139982,12,15.77,706,4,0.601,,0,2,0,366743,0
LN0001398,2022-02-05,60,Male,No_Formal,KA,Semi_Urban,Salaried,10,800025,Home_Loan,Home_Purchase,2338279,84,8.87,842,4,0.509,0.598,1,6,0,295349,0
LN0007760,2023-09-30,63,Female,No_Formal,RJ,Urban,Salaried,5,2274057,Education_Loan,Home_Purchase,3795867,60,16.13,762,4,0.536,,0,0,0,79988,0
LN0004516,2023-06-04,29,Male,Undergraduate,UP,Urban,Business_Owner,8,2413320,Gold_Loan,Medical,3146050,240,14.35,641,0,0.133,,1,0,0,292997,0
LN0016864,2023-08-29,41,Male,Post_Graduate,TN,Semi_Urban,Self_Employed,3,2255544,MSME_Loan,Home_Purchase,618865,180,10.63,590,4,0.492,,0,0,1,58564,0
